frame,timestamp,hs_crop_source,mp_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_tension_v3,mp_startle_score,smoothed_composite,onset_slope,event_status,face_bbox,mp_valence,mp_smile
122,4.067,haar,full_frame,0.2422,Happiness,---,---,AMBIGUOUS,---,0.0017,0.1705,0.8726,0.3498,0.2568,0.2463,0.1403,0.001026,IDLE,"32,79,134,194",-0.1245,0.0173
123,4.100,haar,full_frame,0.2217,Happiness,---,---,AMBIGUOUS,---,0.0012,0.1353,0.8566,0.3513,0.2573,0.0123,0.1418,0.000954,IDLE,"33,79,136,194",-0.1249,0.0217
124,4.133,haar,full_frame,0.2550,Happiness,---,---,AMBIGUOUS,---,0.0016,0.2094,0.8370,0.3234,0.2499,0.1580,0.1433,0.001091,IDLE,"36,79,137,194",-0.0964,0.0322
125,4.167,haar,full_frame,0.2197,Happiness,---,---,AMBIGUOUS,---,0.0029,0.1424,0.8894,0.3358,0.2534,0.1942,0.1442,0.001101,IDLE,"37,79,139,194",-0.1195,0.0183
126,4.200,haar,full_frame,0.2336,Happiness,---,---,AMBIGUOUS,---,0.0049,0.1624,0.8402,0.3404,0.2548,0.0000,0.1443,0.001071,IDLE,"38,80,139,194",-0.1162,0.0275
127,4.233,haar,full_frame,0.2173,Happiness,---,---,AMBIGUOUS,---,0.0034,0.1270,0.8728,0.3526,0.2583,0.0005,0.1444,0.000945,IDLE,"41,80,141,194",-0.1141,0.0550
128,4.267,haar,full_frame,0.1770,Happiness,---,---,AMBIGUOUS,---,0.0042,0.0986,0.8192,0.2946,0.2427,0.1332,0.1450,0.000890,IDLE,"42,80,142,194",-0.0774,0.0623
129,4.300,haar,full_frame,0.1205,Happiness,---,---,AMBIGUOUS,---,0.0057,0.2009,0.8333,0.0000,0.0359,0.8447,0.1423,0.000452,IDLE,"42,80,143,194",0.2799,0.2907
130,4.333,haar,full_frame,0.0933,Happiness,---,---,AMBIGUOUS,---,0.0028,0.1556,0.8604,0.0000,0.0515,0.6742,0.1395,0.000048,IDLE,"45,79,144,193",0.1625,0.2063
131,4.367,haar,full_frame,0.1663,Happiness,---,---,AMBIGUOUS,---,0.0062,0.1390,0.7701,0.2073,0.2187,0.0148,0.1386,-0.000176,IDLE,"46,79,144,192",0.0189,0.0812
132,4.400,haar,full_frame,0.1741,Happiness,---,---,AMBIGUOUS,---,0.0127,0.1546,0.6827,0.2032,0.2177,0.0001,0.1369,-0.000494,IDLE,"46,78,144,191",0.0319,0.1016
133,4.433,haar,full_frame,0.1857,Happiness,---,---,AMBIGUOUS,---,0.0066,0.1639,0.6953,0.2185,0.2219,0.3388,0.1351,-0.000818,IDLE,"46,77,144,190",0.0066,0.0750
134,4.467,haar,full_frame,0.1707,Happiness,---,---,AMBIGUOUS,---,0.0079,0.1137,0.6007,0.2564,0.2323,0.8667,0.1337,-0.001046,IDLE,"47,76,143,189",-0.0700,0.0294
135,4.500,haar,full_frame,0.1934,Happiness,---,---,AMBIGUOUS,---,0.0057,0.1212,0.6134,0.3016,0.2447,0.1156,0.1316,-0.001272,IDLE,"47,76,143,189",-0.0727,0.0525
136,4.533,haar,full_frame,0.1717,Happiness,---,---,AMBIGUOUS,---,0.0153,0.0877,0.4464,0.2976,0.2437,0.0023,0.1288,-0.001562,IDLE,"47,76,143,188",-0.0580,0.0599
137,4.567,haar,full_frame,0.1724,Neutral,---,---,AMBIGUOUS,---,0.0170,0.1162,0.3702,0.2567,0.2327,0.2843,0.1262,-0.001885,IDLE,"48,75,143,186",-0.1163,0.0260
138,4.600,haar,full_frame,0.1093,Neutral,---,---,AMBIGUOUS,---,0.0283,0.0505,0.4127,0.1975,0.2167,1.8345,0.1240,-0.001831,IDLE,"47,74,142,184",-0.1012,0.0121
139,4.633,haar,full_frame,0.1510,Neutral,---,---,AMBIGUOUS,---,0.0688,0.1296,0.3784,0.1829,0.2128,0.7759,0.1219,-0.001761,IDLE,"47,73,141,181",-0.1001,0.0291
140,4.667,haar,full_frame,0.0094,Happiness,CONC,---,AMBIGUOUS,---,0.0250,0.0157,0.4414,0.0000,0.0611,0.0000,0.1173,-0.002130,IDLE,"46,69,137,177",-0.2061,0.0112
141,4.700,haar,full_frame,0.0000,Neutral,CONC,STARTLE,AMBIGUOUS,---,0.0244,-0.0243,0.5439,0.0000,0.0636,3.1077,0.1125,-0.002437,IDLE,"44,68,137,176",-0.1990,0.0057
142,4.733,haar,full_frame,0.0525,Neutral,---,---,AMBIGUOUS,---,0.1081,-0.0087,0.4877,0.1443,0.2021,0.8432,0.1107,-0.002445,IDLE,"42,68,136,174",-0.0670,0.0019
143,4.767,haar,full_frame,0.0843,Neutral,---,---,AMBIGUOUS,---,0.1293,0.0333,0.4397,0.1606,0.2066,0.0000,0.1092,-0.002450,IDLE,"41,67,131,172",-0.1290,0.0004
144,4.800,haar,full_frame,0.0018,Neutral,---,---,AMBIGUOUS,---,0.1937,-0.0530,0.3543,0.0839,0.1858,0.8323,0.1077,-0.002389,IDLE,"39,66,129,170",-0.0808,0.0033
145,4.833,haar,full_frame,0.0220,Neutral,---,---,AMBIGUOUS,---,0.2209,-0.0254,0.3503,0.0932,0.1883,0.7704,0.1070,-0.002182,IDLE,"38,65,127,168",-0.0842,0.0023
146,4.867,haar,full_frame,0.0561,Neutral,---,---,AMBIGUOUS,---,0.1304,0.0844,0.3866,0.0137,0.1667,0.3557,0.1058,-0.002038,IDLE,"36,65,124,167",-0.0733,0.0010
147,4.900,haar,full_frame,0.0633,Neutral,---,---,AMBIGUOUS,---,0.2546,0.0163,0.3173,0.1337,0.1994,0.4313,0.1062,-0.001785,IDLE,"35,64,122,166",-0.1250,0.0008
148,4.933,haar,full_frame,0.0379,Neutral,---,---,AMBIGUOUS,---,0.1794,-0.0513,0.4213,0.1717,0.2098,0.0072,0.1077,-0.001428,IDLE,"33,64,120,165",-0.1530,0.0004
149,4.967,haar,full_frame,0.0000,Neutral,SAD,---,AMBIGUOUS,---,0.1753,-0.0515,0.3645,0.0000,0.1197,0.0012,0.1078,-0.000944,IDLE,"33,65,118,162",-0.2213,0.0005
150,5.000,mp,full_frame,0.0000,Neutral,SAD,---,AMBIGUOUS,---,0.0833,-0.0120,0.4813,0.0000,0.0933,0.4802,0.1070,-0.000556,IDLE,"32,64,117,162",-0.1817,0.0014
151,5.033,mp,full_frame,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0999,-0.0210,0.4999,0.0046,0.1642,0.0167,0.1066,-0.000408,IDLE,"32,64,117,162",-0.1184,0.0014
152,5.067,mp,full_frame,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0952,-0.0384,0.4938,0.0000,0.1624,0.2452,0.1063,-0.000296,IDLE,"31,64,117,162",-0.0864,0.0037
153,5.100,haar,full_frame,0.0477,Neutral,---,---,AMBIGUOUS,---,0.1161,0.0741,0.3283,0.0081,0.1652,0.1663,0.1063,-0.000144,IDLE,"32,64,116,162",-0.0878,0.0013
154,5.133,haar,full_frame,0.0337,Neutral,---,---,AMBIGUOUS,---,0.1234,0.0562,0.3530,0.0000,0.1528,0.1394,0.1069,-0.000001,IDLE,"32,64,116,161",-0.0960,0.0010
155,5.167,haar,full_frame,0.0142,Neutral,---,---,AMBIGUOUS,---,0.1023,0.0237,0.4040,0.0000,0.1509,0.0082,0.1063,0.000052,IDLE,"32,65,116,162",-0.0931,0.0013
156,5.200,haar,full_frame,0.0195,Neutral,---,---,AMBIGUOUS,---,0.0877,0.0325,0.3443,0.0000,0.1579,0.0808,0.1059,-0.000027,IDLE,"32,65,116,162",-0.1089,0.0012
157,5.233,mp,full_frame,0.0464,Neutral,---,---,AMBIGUOUS,---,0.1056,0.0773,0.3616,0.0000,0.1615,0.1035,0.1049,-0.000276,IDLE,"32,65,116,162",-0.1425,0.0021
158,5.267,haar,full_frame,0.0718,Happiness,---,---,AMBIGUOUS,---,0.0324,0.1032,0.3034,0.0248,0.1697,0.0186,0.1033,-0.000449,IDLE,"32,65,116,162",-0.1448,0.0058
159,5.300,haar,full_frame,0.0000,Contempt,---,---,AMBIGUOUS,---,0.0365,-0.0190,0.3033,0.0271,0.1703,0.2528,0.1020,-0.000499,IDLE,"32,66,116,162",-0.1201,0.0090
160,5.333,haar,full_frame,0.0051,Happiness,---,---,AMBIGUOUS,---,0.0273,-0.0102,0.3403,0.0281,0.1706,0.0122,0.0999,-0.000675,IDLE,"32,66,116,162",-0.1072,0.0138
161,5.367,haar,full_frame,0.0108,Happiness,SAD,---,VETO,MP:SAD/HS:Happy,0.0231,0.0180,0.4103,0.0000,0.0902,0.6464,0.0977,-0.000859,IDLE,"33,66,116,162",-0.1475,0.0056
162,5.400,mp,full_frame,0.0000,Happiness,SAD,---,VETO,MP:SAD/HS:Happy,0.0336,-0.0287,0.3516,0.0000,0.0934,0.8713,0.0962,-0.001009,IDLE,"33,66,116,162",-0.1491,0.0047
163,5.433,haar,full_frame,0.0000,Happiness,SAD,---,VETO,MP:SAD/HS:Happy,0.0137,-0.0403,0.4570,0.0000,0.0968,0.0428,0.0940,-0.001300,IDLE,"33,66,116,162",-0.1511,0.0048
164,5.467,haar,full_frame,0.0000,Happiness,SAD,---,VETO,MP:SAD/HS:Happy,0.0195,-0.0844,0.3273,0.0000,0.1090,0.1724,0.0912,-0.001518,IDLE,"33,66,118,162",-0.2363,0.0050
165,5.500,haar,full_frame,0.0000,Happiness,SAD,---,VETO,MP:SAD/HS:Happy,0.0160,-0.0387,0.3841,0.0000,0.1125,0.6279,0.0894,-0.001646,IDLE,"34,66,118,162",-0.1988,0.0055
166,5.533,haar,full_frame,0.0000,Neutral,SAD,---,AMBIGUOUS,---,0.0194,-0.0819,0.3585,0.0000,0.1180,0.6180,0.0874,-0.001748,IDLE,"34,66,120,162",-0.1972,0.0043
167,5.567,haar,full_frame,0.0000,Happiness,SAD,---,VETO,MP:SAD/HS:Happy,0.0121,-0.0780,0.4226,0.0000,0.1163,0.0338,0.0859,-0.001749,IDLE,"34,65,120,162",-0.2183,0.0021
168,5.600,haar,full_frame,0.0000,Happiness,SAD,---,VETO,MP:SAD/HS:Happy,0.0096,-0.0415,0.4168,0.0000,0.1153,0.0115,0.0838,-0.001816,IDLE,"34,65,121,162",-0.2009,0.0017
169,5.633,haar,full_frame,0.0000,Happiness,SAD,---,VETO,MP:SAD/HS:Happy,0.0183,-0.0499,0.3437,0.0000,0.1113,0.1824,0.0817,-0.001821,IDLE,"35,65,122,162",-0.1907,0.0014
170,5.667,haar,full_frame,0.0055,Happiness,---,---,AMBIGUOUS,---,0.0183,-0.0833,0.4180,0.1386,0.2001,0.1022,0.0806,-0.001707,IDLE,"36,65,123,162",-0.1400,0.0011
171,5.700,haar,full_frame,0.0190,Happiness,---,---,AMBIGUOUS,---,0.0089,-0.0419,0.3733,0.1104,0.1925,0.0974,0.0792,-0.001702,IDLE,"36,65,124,163",-0.1125,0.0006
172,5.733,haar,full_frame,0.0101,Happiness,---,---,AMBIGUOUS,---,0.0076,-0.0556,0.3525,0.1086,0.1920,0.1391,0.0773,-0.001660,IDLE,"37,65,125,163",-0.0871,0.0007
173,5.767,haar,full_frame,0.0156,Happiness,---,---,AMBIGUOUS,---,0.0113,-0.0572,0.3917,0.1248,0.1965,0.1531,0.0758,-0.001539,IDLE,"38,65,126,164",-0.0919,0.0007
174,5.800,haar,full_frame,0.0195,Neutral,---,---,AMBIGUOUS,---,0.0186,-0.0532,0.3933,0.1287,0.1975,0.0165,0.0745,-0.001489,IDLE,"39,65,127,164",-0.1370,0.0006
175,5.833,haar,full_frame,0.0345,Happiness,---,---,AMBIGUOUS,---,0.0185,-0.0225,0.3424,0.1201,0.1952,0.0067,0.0731,-0.001428,IDLE,"39,65,127,165",-0.0956,0.0005
176,5.867,haar,full_frame,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0182,-0.0963,0.4277,0.1430,0.2015,0.0631,0.0718,-0.001406,IDLE,"40,65,129,165",-0.0991,0.0002
177,5.900,haar,full_frame,0.0086,Happiness,---,---,AMBIGUOUS,---,0.0187,-0.0845,0.4090,0.1484,0.2030,0.0239,0.0704,-0.001342,IDLE,"41,65,130,166",-0.1033,0.0003
178,5.933,haar,full_frame,0.0417,Happiness,---,---,AMBIGUOUS,---,0.0201,-0.0402,0.3641,0.1645,0.2074,0.5205,0.0695,-0.001211,IDLE,"41,65,131,166",-0.1031,0.0003
179,5.967,haar,full_frame,0.0665,Happiness,---,---,AMBIGUOUS,---,0.0166,-0.0382,0.3824,0.2236,0.2236,0.0000,0.0715,-0.000911,IDLE,"41,66,131,167",-0.1306,0.0001
180,6.000,haar,full_frame,0.0356,Happiness,---,---,AMBIGUOUS,---,0.0075,-0.0605,0.3618,0.1798,0.2117,0.1046,0.0730,-0.000611,IDLE,"42,66,131,168",-0.1016,0.0002
181,6.033,haar,full_frame,0.0229,Happiness,---,---,AMBIGUOUS,---,0.0061,-0.0674,0.4720,0.1582,0.2059,0.2171,0.0726,-0.000471,IDLE,"42,66,132,168",-0.0657,0.0008
182,6.067,haar,full_frame,0.0129,Happiness,---,---,AMBIGUOUS,---,0.0079,-0.0681,0.3997,0.1345,0.1995,0.2299,0.0720,-0.000376,IDLE,"43,67,133,169",-0.0801,0.0002
183,6.100,haar,full_frame,0.0245,Neutral,---,---,AMBIGUOUS,---,0.0097,-0.0666,0.4044,0.1610,0.2068,0.1513,0.0717,-0.000286,IDLE,"43,66,134,169",-0.0952,0.0001
184,6.133,haar,full_frame,0.0455,Happiness,---,---,AMBIGUOUS,---,0.0114,-0.0180,0.3715,0.1408,0.2014,0.3541,0.0710,-0.000214,IDLE,"44,66,133,170",-0.0845,0.0003
185,6.167,haar,full_frame,0.0235,Neutral,---,---,AMBIGUOUS,---,0.0295,-0.0525,0.4908,0.1375,0.2005,0.5231,0.0702,-0.000156,IDLE,"44,66,133,171",-0.0733,0.0001
186,6.200,haar,full_frame,0.0394,Neutral,---,---,AMBIGUOUS,---,0.0122,-0.0450,0.4301,0.1659,0.2083,1.3089,0.0692,-0.000115,IDLE,"44,67,134,171",-0.0717,0.0000
187,6.233,haar,full_frame,0.0415,Happiness,---,---,AMBIGUOUS,---,0.0095,-0.0426,0.3725,0.1677,0.2088,0.0705,0.0684,-0.000110,IDLE,"44,67,134,172",-0.0716,0.0001
188,6.267,haar,full_frame,0.0530,Happiness,---,---,AMBIGUOUS,---,0.0107,-0.0221,0.4257,0.1656,0.2083,0.3634,0.0681,-0.000340,IDLE,"45,67,134,172",-0.0803,0.0002
189,6.300,haar,full_frame,0.0318,Neutral,---,---,AMBIGUOUS,---,0.0095,-0.0435,0.4090,0.1447,0.2027,0.0949,0.0669,-0.000610,IDLE,"45,67,135,172",-0.0841,0.0002
190,6.333,haar,full_frame,0.0327,Neutral,---,---,AMBIGUOUS,---,0.0101,-0.0428,0.5042,0.1461,0.2031,0.0869,0.0682,-0.000449,IDLE,"45,67,134,173",-0.0883,0.0001
191,6.367,haar,full_frame,0.0326,Neutral,---,---,AMBIGUOUS,---,0.0114,-0.0426,0.5305,0.1456,0.2030,0.3057,0.0695,-0.000248,IDLE,"45,67,135,173",-0.0885,0.0001
192,6.400,haar,full_frame,0.0286,Neutral,---,---,AMBIGUOUS,---,0.0198,-0.0361,0.5018,0.1256,0.1976,0.2112,0.0688,-0.000287,IDLE,"45,67,135,173",-0.0740,0.0001
193,6.433,haar,full_frame,0.0322,Neutral,---,---,AMBIGUOUS,---,0.0121,-0.0357,0.5039,0.1342,0.2000,0.0213,0.0676,-0.000341,IDLE,"45,67,134,173",-0.0823,0.0001
194,6.467,haar,full_frame,0.0110,Neutral,---,---,AMBIGUOUS,---,0.0114,-0.0697,0.5357,0.1320,0.1995,0.0573,0.0664,-0.000381,IDLE,"45,68,135,173",-0.0865,0.0001
195,6.500,haar,full_frame,0.0222,Neutral,---,---,AMBIGUOUS,---,0.0133,-0.0643,0.5748,0.1521,0.2050,0.0158,0.0652,-0.000407,IDLE,"44,68,135,173",-0.1095,0.0000
196,6.533,haar,full_frame,0.0128,Neutral,---,---,AMBIGUOUS,---,0.0122,-0.0842,0.5638,0.1581,0.2067,0.0072,0.0652,-0.000326,IDLE,"44,68,135,173",-0.1125,0.0000
197,6.567,haar,full_frame,0.0298,Neutral,---,---,AMBIGUOUS,---,0.0112,-0.0550,0.4404,0.1570,0.2064,0.0030,0.0632,-0.000497,IDLE,"44,68,135,173",-0.1161,0.0000
198,6.600,haar,full_frame,0.0362,Neutral,---,---,AMBIGUOUS,---,0.0124,-0.0531,0.4615,0.1701,0.2100,0.0204,0.0619,-0.000508,IDLE,"44,68,135,173",-0.1199,0.0000
199,6.633,haar,full_frame,0.0644,Happiness,---,---,AMBIGUOUS,---,0.0054,-0.0196,0.3826,0.1905,0.2157,0.0067,0.0620,-0.000620,IDLE,"44,67,135,173",-0.1325,0.0000
200,6.667,haar,full_frame,0.0467,Neutral,---,---,AMBIGUOUS,---,0.0090,-0.0416,0.4268,0.1791,0.2126,0.0486,0.0628,-0.000672,IDLE,"44,67,135,173",-0.1295,0.0001
201,6.700,haar,full_frame,0.0528,Neutral,---,---,AMBIGUOUS,---,0.0126,-0.0310,0.4674,0.1786,0.2126,0.0746,0.0635,-0.000531,IDLE,"45,67,136,174",-0.1326,0.0000
202,6.733,haar,full_frame,0.0613,Neutral,---,---,AMBIGUOUS,---,0.0212,-0.0316,0.5443,0.2008,0.2187,0.0409,0.0647,-0.000285,IDLE,"46,67,136,174",-0.1430,0.0001
203,6.767,haar,full_frame,0.0563,Neutral,---,---,AMBIGUOUS,---,0.0180,-0.0249,0.5652,0.1780,0.2125,0.1981,0.0653,-0.000112,IDLE,"46,68,137,174",-0.1248,0.0001
204,6.800,haar,full_frame,0.0896,Neutral,---,---,AMBIGUOUS,---,0.0468,0.0170,0.5488,0.1985,0.2182,0.0399,0.0665,0.000132,IDLE,"48,68,138,174",-0.1540,0.0001
205,6.833,haar,full_frame,0.0461,Neutral,---,---,AMBIGUOUS,---,0.0201,-0.0287,0.5732,0.1584,0.2073,0.2829,0.0671,0.000190,IDLE,"48,68,139,175",-0.1507,0.0001
206,6.867,haar,full_frame,0.0621,Neutral,---,---,AMBIGUOUS,---,0.0178,-0.0220,0.5508,0.1882,0.2155,0.0003,0.0680,0.000489,IDLE,"49,68,140,175",-0.1530,0.0001
207,6.900,haar,full_frame,0.0415,Neutral,---,---,AMBIGUOUS,---,0.0147,-0.0287,0.5737,0.1468,0.2042,0.0635,0.0685,0.000664,IDLE,"49,68,139,175",-0.1250,0.0001
208,6.933,haar,full_frame,0.0706,Neutral,---,---,AMBIGUOUS,---,0.0218,0.0207,0.5562,0.1455,0.2039,0.0959,0.0696,0.000767,IDLE,"50,68,140,175",-0.1203,0.0001
209,6.967,haar,full_frame,0.0841,Neutral,---,---,AMBIGUOUS,---,0.0323,0.0561,0.5173,0.1260,0.1987,0.1665,0.0708,0.000801,IDLE,"50,68,140,175",-0.1190,0.0001
210,7.000,haar,full_frame,0.0776,Neutral,---,---,AMBIGUOUS,---,0.0313,0.0369,0.4167,0.1387,0.2022,0.2089,0.0723,0.000885,IDLE,"50,68,140,175",-0.1182,0.0001
211,7.033,haar,full_frame,0.0541,Neutral,---,---,AMBIGUOUS,---,0.0198,-0.0219,0.6033,0.1681,0.2103,1.7475,0.0739,0.000913,IDLE,"51,69,141,175",-0.1196,0.0001
212,7.067,haar,full_frame,0.0769,Neutral,---,---,AMBIGUOUS,---,0.0258,0.0164,0.5257,0.1677,0.2102,1.9131,0.0756,0.001029,IDLE,"51,69,141,176",-0.1080,0.0002
213,7.100,haar,full_frame,0.0680,Neutral,---,---,AMBIGUOUS,---,0.0136,-0.0066,0.5355,0.1800,0.2136,0.7040,0.0773,0.001085,IDLE,"51,69,141,176",-0.1110,0.0004
214,7.133,haar,full_frame,0.0867,Neutral,---,---,AMBIGUOUS,---,0.0158,0.0023,0.5668,0.2133,0.2229,0.2273,0.0794,0.001229,IDLE,"51,69,141,176",-0.1301,0.0004
215,7.167,haar,full_frame,0.1103,Neutral,---,---,AMBIGUOUS,---,0.0213,0.0205,0.5213,0.2450,0.2316,0.0013,0.0818,0.001381,IDLE,"51,69,141,177",-0.1465,0.0003
216,7.200,haar,full_frame,0.1124,Neutral,---,---,AMBIGUOUS,---,0.0324,0.0245,0.5534,0.2442,0.2315,0.3681,0.0846,0.001607,IDLE,"52,69,141,177",-0.1479,0.0003
217,7.233,haar,full_frame,0.1003,Neutral,---,---,AMBIGUOUS,---,0.0180,0.0260,0.5528,0.2119,0.2227,0.2477,0.0869,0.001724,IDLE,"52,69,142,177",-0.1280,0.0003
218,7.267,haar,full_frame,0.0986,Neutral,---,---,AMBIGUOUS,---,0.0266,0.0375,0.5580,0.1903,0.2169,1.2832,0.0890,0.001822,IDLE,"52,69,142,177",-0.1160,0.0003
219,7.300,haar,full_frame,0.1152,Neutral,---,---,AMBIGUOUS,---,0.0421,0.0718,0.5022,0.1804,0.2142,0.8343,0.0914,0.001911,IDLE,"52,69,142,177",-0.1105,0.0004
220,7.333,haar,full_frame,0.1200,Neutral,---,---,AMBIGUOUS,---,0.0445,0.0900,0.4820,0.1649,0.2100,0.9006,0.0926,0.001869,IDLE,"52,69,142,177",-0.1077,0.0004
221,7.367,haar,full_frame,0.1030,Neutral,---,---,AMBIGUOUS,---,0.0345,0.0800,0.4862,0.1374,0.2025,0.6669,0.0940,0.001836,IDLE,"52,69,142,177",-0.0856,0.0006
222,7.400,haar,full_frame,0.0949,Neutral,---,---,AMBIGUOUS,---,0.0667,0.0780,0.4845,0.1201,0.1978,0.8515,0.0955,0.001814,IDLE,"53,68,142,177",-0.0838,0.0036
223,7.433,haar,full_frame,0.1450,Surprise,---,---,AMBIGUOUS,---,0.0852,0.1780,0.4323,0.0957,0.1911,0.1221,0.0974,0.001799,IDLE,"53,68,142,176",-0.0734,0.0104
224,7.467,haar,full_frame,0.1058,Surprise,---,---,AMBIGUOUS,---,0.0925,0.1365,0.4044,0.0596,0.1812,0.2408,0.0987,0.001690,IDLE,"53,68,143,176",-0.0675,0.0089
225,7.500,haar,full_frame,0.1051,Neutral,---,---,AMBIGUOUS,---,0.0534,0.1179,0.3918,0.0858,0.1885,0.0569,0.0999,0.001538,IDLE,"53,68,142,175",-0.0750,0.0067
226,7.533,haar,full_frame,0.0981,Neutral,---,---,AMBIGUOUS,---,0.0820,0.1200,0.3237,0.0653,0.1828,0.0501,0.1009,0.001404,IDLE,"53,67,142,174",-0.0744,0.0076
227,7.567,haar,full_frame,0.0839,Neutral,---,---,AMBIGUOUS,---,0.0348,0.0899,0.3251,0.0750,0.1855,0.1890,0.1013,0.001227,IDLE,"53,66,142,173",-0.0766,0.0142
228,7.600,haar,full_frame,0.1089,Surprise,---,---,AMBIGUOUS,---,0.0512,0.1305,0.3135,0.0766,0.1860,0.1102,0.1019,0.001047,IDLE,"53,66,142,173",-0.0670,0.0212
229,7.633,haar,full_frame,0.0777,Neutral,---,---,AMBIGUOUS,---,0.0507,0.0779,0.4186,0.0775,0.1863,1.3272,0.1020,0.000943,IDLE,"52,66,142,173",-0.0719,0.0121
230,7.667,haar,full_frame,0.1386,Surprise,---,---,AMBIGUOUS,---,0.1624,0.1927,0.4247,0.0576,0.1808,1.3267,0.1038,0.000989,IDLE,"52,65,142,173",-0.0835,0.0068
231,7.700,haar,full_frame,0.1151,Surprise,---,---,AMBIGUOUS,---,0.2198,0.1639,0.3578,0.0420,0.1765,1.4747,0.1059,0.001042,IDLE,"51,65,142,173",-0.0956,0.0045
232,7.733,haar,full_frame,0.1355,Surprise,---,---,AMBIGUOUS,---,0.1408,0.1693,0.5074,0.0848,0.1883,0.0426,0.1084,0.001105,IDLE,"51,65,141,172",-0.1075,0.0018
233,7.767,haar,full_frame,0.0528,Neutral,---,---,AMBIGUOUS,---,0.1137,0.0528,0.4662,0.0527,0.1795,0.1582,0.1092,0.001043,IDLE,"50,64,141,172",-0.0885,0.0001
234,7.800,haar,full_frame,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0329,-0.0523,0.7151,0.0643,0.1827,0.0143,0.1087,0.000877,IDLE,"50,64,140,171",-0.1339,0.0000
235,7.833,haar,full_frame,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0331,-0.0538,0.7293,0.0359,0.1749,0.0604,0.1078,0.000694,IDLE,"51,64,140,171",-0.1237,0.0000
236,7.867,haar,full_frame,0.0141,Neutral,---,---,AMBIGUOUS,---,0.0180,-0.0568,0.7248,0.1204,0.1982,0.4078,0.1075,0.000615,IDLE,"50,64,140,171",-0.1647,0.0001
237,7.900,haar,full_frame,0.0547,Neutral,---,STARTLE,AMBIGUOUS,---,0.0524,0.0041,0.6381,0.1305,0.2010,3.2327,0.1077,0.000574,IDLE,"50,64,140,173",-0.1292,0.0001
238,7.933,haar,full_frame,0.0761,Neutral,---,---,AMBIGUOUS,---,0.1037,0.0234,0.5477,0.1553,0.2079,0.8734,0.1085,0.000651,IDLE,"50,64,140,174",-0.1308,0.0001
239,7.967,haar,full_frame,0.0672,Neutral,---,---,AMBIGUOUS,---,0.0293,-0.0219,0.7324,0.2010,0.2206,0.0000,0.1091,0.000530,IDLE,"50,65,141,174",-0.1498,0.0001
240,8.000,haar,full_frame,0.0428,Neutral,---,---,AMBIGUOUS,---,0.0216,-0.0666,0.7385,0.2068,0.2223,0.0006,0.1097,0.000380,IDLE,"50,65,141,174",-0.1559,0.0001
241,8.033,haar,full_frame,0.0487,Neutral,---,---,AMBIGUOUS,---,0.0313,-0.0465,0.6601,0.1916,0.2181,0.0634,0.1104,0.000200,IDLE,"50,65,141,173",-0.1612,0.0000
242,8.067,haar,full_frame,0.0427,Neutral,---,---,AMBIGUOUS,---,0.0197,-0.0615,0.6873,0.1990,0.2202,0.0106,0.1110,0.000187,IDLE,"50,65,141,173",-0.1664,0.0001
243,8.100,haar,full_frame,0.0000,Neutral,CONC,---,AMBIGUOUS,---,0.0146,-0.0823,0.7175,0.0000,0.0500,0.0768,0.1100,0.000132,IDLE,"50,66,141,173",-0.1917,0.0000
244,8.133,haar,full_frame,0.0000,Neutral,CONC,---,AMBIGUOUS,---,0.0141,-0.0483,0.6600,0.0000,0.0503,0.0618,0.1090,0.000119,IDLE,"50,66,142,173",-0.1774,0.0001
245,8.167,haar,full_frame,0.0000,Neutral,CONC,---,AMBIGUOUS,---,0.0166,-0.0263,0.6689,0.0000,0.0521,0.1422,0.1079,0.000039,IDLE,"50,66,141,174",-0.2059,0.0001
246,8.200,haar,full_frame,0.0000,Neutral,CONC,---,AMBIGUOUS,---,0.0180,-0.0255,0.6249,0.0000,0.0550,1.0094,0.1066,-0.000105,IDLE,"50,66,141,175",-0.2095,0.0003
247,8.233,haar,full_frame,0.0000,Neutral,CONC,---,AMBIGUOUS,---,0.0187,-0.0360,0.6358,0.0000,0.0551,0.1920,0.1054,-0.000308,IDLE,"50,66,141,175",-0.2032,0.0006
248,8.267,haar,full_frame,0.0000,Neutral,CONC,---,AMBIGUOUS,---,0.0187,-0.0451,0.6359,0.0000,0.0564,0.0002,0.1040,-0.000514,IDLE,"50,67,141,176",-0.2215,0.0004
249,8.300,haar,full_frame,0.0791,Neutral,---,---,AMBIGUOUS,---,0.0310,0.0073,0.6293,0.1867,0.2160,0.0936,0.1043,-0.000538,IDLE,"50,67,143,176",-0.1559,0.0005
250,8.333,haar,full_frame,0.0455,Neutral,---,---,AMBIGUOUS,---,0.0165,-0.0325,0.6395,0.1626,0.2095,0.0633,0.1043,-0.000611,IDLE,"50,67,144,177",-0.1370,0.0002
