frame,timestamp,hs_crop_source,mp_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_tension_v3,mp_startle_score,smoothed_composite,onset_slope,event_status,face_bbox,mp_valence,mp_smile
10680,356.000,mp,full_frame,0.1382,Neutral,---,---,AMBIGUOUS,---,0.1185,0.1237,0.5796,0.1600,0.1604,0.0534,0.0810,0.000979,IDLE,"69,94,129,164",-0.0779,0.0000
10681,356.033,mp,full_frame,0.1588,Neutral,---,---,AMBIGUOUS,---,0.1560,0.1807,0.5298,0.1259,0.1532,0.1345,0.0831,0.001151,IDLE,"69,94,129,164",-0.0718,0.0000
10682,356.067,mp,full_frame,0.1578,Neutral,---,---,AMBIGUOUS,---,0.1751,0.1887,0.4967,0.1115,0.1502,0.3092,0.0852,0.001260,IDLE,"69,94,129,164",-0.0683,0.0000
10683,356.100,mp,full_frame,0.1752,Neutral,---,---,AMBIGUOUS,---,0.2863,0.2218,0.3501,0.1052,0.1489,0.0186,0.0883,0.001513,IDLE,"69,94,129,164",-0.0678,0.0000
10684,356.133,mp,full_frame,0.1624,Neutral,---,---,AMBIGUOUS,---,0.1937,0.1815,0.4179,0.1338,0.1550,1.3325,0.0911,0.001701,IDLE,"69,95,129,164",-0.0692,0.0000
10685,356.167,mp,full_frame,0.2053,Neutral,---,---,AMBIGUOUS,---,0.2480,0.2257,0.3931,0.1747,0.1637,0.0337,0.0945,0.001957,IDLE,"69,95,129,165",-0.0863,0.0000
10686,356.200,mp,full_frame,0.2116,Neutral,---,STARTLE,AMBIGUOUS,---,0.2499,0.2156,0.3832,0.2056,0.1703,3.4042,0.0984,0.002313,IDLE,"69,95,129,165",-0.0907,0.0001
10687,356.233,mp,full_frame,0.2163,Neutral,---,---,AMBIGUOUS,---,0.2369,0.2517,0.3525,0.1634,0.1614,0.0123,0.1020,0.002539,IDLE,"69,95,129,165",-0.0812,0.0000
10688,356.267,mp,full_frame,0.2074,Neutral,---,---,AMBIGUOUS,---,0.2462,0.2496,0.3540,0.1442,0.1574,0.0101,0.1053,0.002619,IDLE,"69,95,129,165",-0.0742,0.0000
10689,356.300,mp,full_frame,0.2099,Neutral,---,---,AMBIGUOUS,---,0.2362,0.2396,0.3806,0.1653,0.1619,0.0328,0.1087,0.002769,IDLE,"69,95,129,165",-0.0709,0.0000
10690,356.333,mp,full_frame,0.2228,Neutral,---,---,AMBIGUOUS,---,0.2190,0.2483,0.3893,0.1846,0.1660,0.0239,0.1121,0.002901,IDLE,"69,95,129,165",-0.0711,0.0000
10691,356.367,mp,full_frame,0.2256,Neutral,---,---,AMBIGUOUS,---,0.2248,0.2378,0.3991,0.2073,0.1709,0.2984,0.1159,0.003070,IDLE,"69,95,129,165",-0.0814,0.0000
10692,356.400,mp,full_frame,0.2330,Neutral,---,---,AMBIGUOUS,---,0.2354,0.2558,0.3805,0.1987,0.1691,0.0025,0.1196,0.003134,IDLE,"69,95,129,165",-0.0838,0.0000
10693,356.433,mp,full_frame,0.2422,Neutral,---,---,AMBIGUOUS,---,0.2286,0.2521,0.4054,0.2274,0.1752,0.3844,0.1211,0.002997,IDLE,"69,96,129,166",-0.0952,0.0000
10694,356.467,mp,full_frame,0.1972,Neutral,---,---,AMBIGUOUS,---,0.1305,0.1534,0.5196,0.2628,0.1828,0.0000,0.1221,0.002757,IDLE,"69,96,129,166",-0.1022,0.0000
10695,356.500,mp,full_frame,0.2176,Neutral,---,---,AMBIGUOUS,---,0.1664,0.1753,0.4859,0.2809,0.1868,0.0000,0.1237,0.002523,IDLE,"69,96,130,166",-0.1073,0.0000
10696,356.533,mp,full_frame,0.2277,Neutral,---,---,AMBIGUOUS,---,0.1908,0.1787,0.4730,0.3013,0.1912,0.0000,0.1256,0.002362,IDLE,"69,96,130,166",-0.1141,0.0000
10697,356.567,mp,full_frame,0.2219,Neutral,---,---,AMBIGUOUS,---,0.1643,0.1559,0.5142,0.3209,0.1954,0.0153,0.1273,0.002203,IDLE,"69,96,131,166",-0.1211,0.0000
10698,356.600,mp,full_frame,0.2209,Neutral,---,---,AMBIGUOUS,---,0.1632,0.1591,0.5415,0.3137,0.1940,0.4579,0.1290,0.002031,IDLE,"69,96,130,166",-0.1172,0.0000
10699,356.633,mp,full_frame,0.2184,Neutral,---,---,AMBIGUOUS,---,0.1545,0.1504,0.5510,0.3205,0.1956,0.4971,0.1308,0.001864,IDLE,"69,96,130,166",-0.1162,0.0000
10700,356.667,mp,full_frame,0.2065,Neutral,---,---,AMBIGUOUS,---,0.1420,0.1267,0.5652,0.3260,0.1968,0.3769,0.1324,0.001650,IDLE,"69,96,130,166",-0.1164,0.0000
10701,356.700,mp,full_frame,0.2172,Neutral,---,---,AMBIGUOUS,---,0.1523,0.1398,0.5481,0.3333,0.1985,0.0005,0.1340,0.001437,IDLE,"69,96,130,166",-0.1196,0.0000
10702,356.733,mp,full_frame,0.2209,Neutral,---,---,AMBIGUOUS,---,0.1661,0.1521,0.5340,0.3240,0.1966,0.0061,0.1354,0.001431,IDLE,"69,96,130,166",-0.1156,0.0000
10703,356.767,mp,full_frame,0.2135,Neutral,---,---,AMBIGUOUS,---,0.1647,0.1471,0.5366,0.3130,0.1944,0.0120,0.1391,0.001700,IDLE,"69,96,130,166",-0.1121,0.0000
10704,356.800,mp,full_frame,0.2141,Neutral,---,---,AMBIGUOUS,---,0.1414,0.1399,0.5505,0.3255,0.1972,0.0343,0.1427,0.001906,IDLE,"69,96,130,167",-0.1151,0.0000
10705,356.833,mp,full_frame,0.2185,Neutral,---,---,AMBIGUOUS,---,0.1588,0.1523,0.5475,0.3179,0.1956,0.0753,0.1464,0.002083,IDLE,"69,96,130,166",-0.1046,0.0000
10706,356.867,mp,full_frame,0.2247,Neutral,---,---,AMBIGUOUS,---,0.1560,0.1577,0.5460,0.3253,0.1973,0.0427,0.1502,0.002293,IDLE,"69,96,130,166",-0.1050,0.0000
10707,356.900,mp,full_frame,0.2340,Neutral,---,---,AMBIGUOUS,---,0.1702,0.1623,0.5320,0.3417,0.2009,0.0058,0.1543,0.002532,IDLE,"69,96,130,166",-0.1115,0.0000
10708,356.933,mp,full_frame,0.2212,Neutral,---,---,AMBIGUOUS,---,0.1720,0.1496,0.5513,0.3286,0.1982,0.1154,0.1558,0.002502,IDLE,"69,96,130,166",-0.1106,0.0000
10709,356.967,mp,full_frame,0.2098,Neutral,---,---,AMBIGUOUS,---,0.1793,0.1578,0.5425,0.2879,0.1896,0.5867,0.1595,0.002710,IDLE,"69,96,130,166",-0.1001,0.0000
10710,357.000,mp,full_frame,0.1709,Neutral,---,---,AMBIGUOUS,---,0.0624,0.0572,0.6903,0.3415,0.2012,0.0009,0.1629,0.002897,IDLE,"69,96,130,166",-0.1145,0.0000
10711,357.033,mp,full_frame,0.1310,Neutral,---,---,AMBIGUOUS,---,0.0204,-0.0054,0.7561,0.3357,0.2001,0.7654,0.1618,0.002638,IDLE,"69,96,130,166",-0.0947,0.0000
10712,357.067,mp,full_frame,0.1322,Neutral,---,---,AMBIGUOUS,---,0.0299,-0.0030,0.7396,0.3351,0.2001,0.2685,0.1609,0.002177,IDLE,"69,96,131,166",-0.0976,0.0000
10713,357.100,mp,full_frame,0.1050,Neutral,---,---,AMBIGUOUS,---,0.0370,-0.0411,0.7394,0.3240,0.1978,0.0475,0.1604,0.001764,IDLE,"69,95,131,166",-0.1098,0.0000
10714,357.133,mp,full_frame,0.1010,Neutral,---,---,AMBIGUOUS,---,0.0535,-0.0269,0.7245,0.2929,0.1912,0.0565,0.1615,0.001506,IDLE,"69,95,132,166",-0.1118,0.0000
10715,357.167,mp,full_frame,0.1549,Neutral,---,---,AMBIGUOUS,---,0.0887,0.0730,0.6223,0.2777,0.1881,0.2719,0.1613,0.001102,IDLE,"69,95,132,166",-0.1154,0.0001
10716,357.200,mp,full_frame,0.1266,Neutral,---,---,AMBIGUOUS,---,0.1305,0.0921,0.5395,0.1784,0.1668,0.3984,0.1602,0.000590,IDLE,"69,95,132,166",-0.0843,0.0004
10717,357.233,mp,full_frame,0.1130,Neutral,---,---,AMBIGUOUS,---,0.1446,0.0990,0.5252,0.1340,0.1573,0.0300,0.1587,0.000287,IDLE,"70,95,132,166",-0.0690,0.0001
10718,357.267,mp,full_frame,0.1257,Neutral,---,---,AMBIGUOUS,---,0.1603,0.1116,0.5191,0.1468,0.1601,0.0000,0.1591,-0.000037,IDLE,"70,95,132,166",-0.0665,0.0000
10719,357.300,mp,full_frame,0.1563,Neutral,---,---,AMBIGUOUS,---,0.2006,0.1450,0.4824,0.1732,0.1658,0.0000,0.1614,-0.000156,IDLE,"70,95,131,165",-0.0654,0.0000
10720,357.333,mp,full_frame,0.1912,Neutral,---,---,AMBIGUOUS,---,0.2709,0.1808,0.4147,0.2067,0.1731,0.0000,0.1652,0.000346,IDLE,"70,95,131,165",-0.0771,0.0000
10721,357.367,mp,full_frame,0.1793,Neutral,---,---,AMBIGUOUS,---,0.3425,0.1865,0.3549,0.1686,0.1650,0.3545,0.1695,0.000856,IDLE,"70,95,131,165",-0.0725,0.0000
10722,357.400,mp,full_frame,0.1816,Neutral,---,---,AMBIGUOUS,---,0.3075,0.1681,0.3844,0.2020,0.1722,0.2397,0.1731,0.001278,IDLE,"70,96,131,165",-0.0946,0.0000
10723,357.433,mp,full_frame,0.2007,Neutral,---,---,AMBIGUOUS,---,0.3265,0.1934,0.3505,0.2116,0.1743,0.0192,0.1766,0.001510,IDLE,"70,96,131,165",-0.1054,0.0000
10724,357.467,mp,full_frame,0.1642,Neutral,---,---,AMBIGUOUS,---,0.2844,0.1550,0.3939,0.1781,0.1672,0.0459,0.1795,0.001821,IDLE,"70,96,131,165",-0.1011,0.0000
10725,357.500,mp,full_frame,0.1440,Neutral,---,---,AMBIGUOUS,---,0.2671,0.1567,0.4026,0.1251,0.1558,0.6972,0.1817,0.002148,IDLE,"70,96,131,165",-0.0835,0.0001
10726,357.533,mp,full_frame,0.1769,Fear,---,---,AMBIGUOUS,---,0.3111,0.2450,0.3111,0.0747,0.1450,0.0474,0.1840,0.002532,IDLE,"70,96,132,165",-0.0776,0.0001
10727,357.567,mp,full_frame,0.1761,Fear,---,---,AMBIGUOUS,---,0.3198,0.2654,0.3198,0.0422,0.1380,0.0808,0.1865,0.002741,IDLE,"70,96,132,165",-0.0692,0.0002
10728,357.600,mp,full_frame,0.1672,Neutral,---,---,AMBIGUOUS,---,0.2914,0.2381,0.3240,0.0608,0.1420,0.6225,0.1879,0.002655,IDLE,"70,96,132,165",-0.0751,0.0003
10729,357.633,mp,full_frame,0.1634,Neutral,---,---,AMBIGUOUS,---,0.2669,0.2357,0.3362,0.0549,0.1408,0.8402,0.1879,0.002266,IDLE,"70,96,132,165",-0.0707,0.0004
10730,357.667,mp,full_frame,0.1354,Neutral,---,---,AMBIGUOUS,---,0.2336,0.1854,0.4077,0.0603,0.1420,0.0283,0.1880,0.001854,IDLE,"70,96,131,165",-0.0701,0.0005
10731,357.700,mp,full_frame,0.1249,Neutral,---,---,AMBIGUOUS,---,0.2097,0.1720,0.4214,0.0543,0.1407,0.3631,0.1877,0.001454,IDLE,"70,96,131,165",-0.0663,0.0007
10732,357.733,mp,full_frame,0.1598,Neutral,---,---,AMBIGUOUS,---,0.2924,0.2348,0.3522,0.0474,0.1392,0.2152,0.1880,0.001145,IDLE,"70,96,131,165",-0.0619,0.0008
10733,357.767,mp,full_frame,0.2389,Fear,---,---,AMBIGUOUS,---,0.4640,0.3749,0.4640,0.0350,0.1366,0.6766,0.1886,0.000912,IDLE,"71,96,132,165",-0.0637,0.0006
10734,357.800,mp,full_frame,0.2468,Fear,---,---,AMBIGUOUS,---,0.5820,0.4114,0.5820,0.0000,0.1248,0.4635,0.1903,0.000863,IDLE,"71,96,132,165",-0.0416,0.0004
10735,357.833,mp,full_frame,0.1496,Fear,---,---,AMBIGUOUS,---,0.3728,0.2493,0.3728,0.0000,0.1289,1.6061,0.1899,0.000593,IDLE,"71,95,132,166",-0.0287,0.0000
10736,357.867,mp,full_frame,0.2019,Fear,---,---,AMBIGUOUS,---,0.4753,0.3365,0.4753,0.0000,0.1219,0.3950,0.1900,0.000355,IDLE,"71,95,132,166",-0.0073,0.0000
10737,357.900,mp,full_frame,0.2330,Fear,---,STARTLE,AMBIGUOUS,---,0.4828,0.3883,0.4828,0.0000,0.0793,3.1956,0.1909,0.000294,IDLE,"72,93,132,165",-0.0019,0.0000
10738,357.933,mp,full_frame,0.3673,Fear,---,---,AMBIGUOUS,---,0.7183,0.6122,0.7183,0.0000,0.0811,0.9814,0.1934,0.000545,IDLE,"72,92,133,164",-0.0018,0.0000
10739,357.967,mp,full_frame,0.5012,Fear,---,---,AMBIGUOUS,---,0.8629,0.8353,0.8629,0.0000,0.0830,1.0646,0.1967,0.000875,IDLE,"72,88,134,159",-0.0027,0.0000
10740,358.000,mp,full_frame,0.5123,Fear,---,---,AMBIGUOUS,---,0.8592,0.8539,0.8592,0.0000,0.0607,0.0755,0.2002,0.001247,IDLE,"74,86,134,156",-0.0077,0.0000
10741,358.033,mp,full_frame,0.4867,Fear,---,---,AMBIGUOUS,---,0.8182,0.8111,0.8182,0.0000,0.0580,0.4846,0.2032,0.001514,IDLE,"76,86,134,153",-0.0096,0.0000
10742,358.067,mp,full_frame,0.5291,Fear,---,---,AMBIGUOUS,---,0.8302,0.8819,0.8302,0.0000,0.0638,0.3491,0.2062,0.001758,IDLE,"78,86,135,152",-0.0091,0.0000
10743,358.100,mp,full_frame,0.3415,Fear,---,---,AMBIGUOUS,---,0.7467,0.5692,0.7467,0.0000,0.0876,0.1506,0.2085,0.001817,IDLE,"78,85,136,152",-0.0203,0.0000
10744,358.133,mp,full_frame,0.5356,Fear,---,---,AMBIGUOUS,---,0.8688,0.8927,0.8688,0.0000,0.1266,0.0317,0.2122,0.002224,IDLE,"80,86,138,151",-0.0214,0.0000
10745,358.167,mp,full_frame,0.4469,Fear,---,---,AMBIGUOUS,---,0.8013,0.7448,0.8013,0.0000,0.0948,0.7168,0.2150,0.002497,IDLE,"83,86,137,152",-0.0153,0.0000
10746,358.200,mp,full_frame,0.4048,Fear,---,---,AMBIGUOUS,---,0.7831,0.6746,0.7831,0.0000,0.1250,0.0219,0.2174,0.002657,IDLE,"84,86,139,150",-0.0502,0.0000
10747,358.233,mp,full_frame,0.2431,Fear,---,---,AMBIGUOUS,---,0.6757,0.4051,0.6757,0.0000,0.1083,0.2653,0.2192,0.002585,IDLE,"86,86,140,149",-0.0325,0.0000
10748,358.267,mp,full_frame,0.3244,Fear,---,---,AMBIGUOUS,---,0.7046,0.5407,0.7046,0.0000,0.0873,1.4609,0.2213,0.002458,IDLE,"88,86,141,148",-0.0172,0.0000
10749,358.300,mp,full_frame,0.2048,Fear,---,---,AMBIGUOUS,---,0.5867,0.3413,0.5867,0.0000,0.1032,0.0998,0.2226,0.002244,IDLE,"89,85,140,146",-0.0347,0.0000
10750,358.333,mp,full_frame,0.4321,Fear,---,---,AMBIGUOUS,---,0.7670,0.7202,0.7670,0.0000,0.0812,0.8938,0.2253,0.002210,IDLE,"90,85,140,145",-0.0147,0.0000
10751,358.367,mp,full_frame,0.3757,Fear,---,---,AMBIGUOUS,---,0.7663,0.6262,0.7663,0.0000,0.0831,0.4520,0.2277,0.002156,IDLE,"93,85,142,145",-0.0161,0.0000
10752,358.400,mp,full_frame,0.1333,Fear,---,---,AMBIGUOUS,---,0.5244,0.1907,0.5244,0.0472,0.1385,0.0158,0.2286,0.002011,IDLE,"94,85,144,145",-0.0422,0.0000
10753,358.433,mp,full_frame,0.3108,Fear,---,---,AMBIGUOUS,---,0.7092,0.5180,0.7092,0.0000,0.0846,0.4827,0.2308,0.001861,IDLE,"95,85,143,143",-0.0226,0.0001
10754,358.467,mp,full_frame,0.2361,Fear,---,---,AMBIGUOUS,---,0.6915,0.3934,0.6915,0.0000,0.0849,0.8448,0.2329,0.001786,IDLE,"96,86,142,143",-0.0164,0.0012
10755,358.500,mp,full_frame,0.1954,Fear,---,---,AMBIGUOUS,---,0.6682,0.3256,0.6682,0.0000,0.0876,0.0293,0.2346,0.001720,IDLE,"96,86,142,142",-0.0243,0.0002
10756,358.533,mp,full_frame,0.2832,Fear,---,---,AMBIGUOUS,---,0.7123,0.4720,0.7123,0.0000,0.0875,0.2067,0.2368,0.001758,IDLE,"97,86,143,143",-0.0216,0.0004
10757,358.567,mp,full_frame,0.2428,Fear,---,---,AMBIGUOUS,---,0.7026,0.4047,0.7026,0.0000,0.0849,0.3507,0.2386,0.001727,IDLE,"97,86,143,143",-0.0130,0.0004
10758,358.600,mp,full_frame,0.2824,Fear,---,---,AMBIGUOUS,---,0.7321,0.4706,0.7321,0.0000,0.0863,0.0275,0.2407,0.001811,IDLE,"97,87,143,143",-0.0131,0.0002
10759,358.633,mp,full_frame,0.2241,Fear,---,---,AMBIGUOUS,---,0.6662,0.3735,0.6662,0.0000,0.0879,0.7095,0.2427,0.001746,IDLE,"98,87,143,143",-0.0162,0.0004
10760,358.667,mp,full_frame,0.2140,Fear,---,---,AMBIGUOUS,---,0.6468,0.3566,0.6468,0.0000,0.0818,0.7505,0.2453,0.001754,IDLE,"98,87,143,143",-0.0168,0.0010
10761,358.700,mp,full_frame,0.2013,Fear,---,---,AMBIGUOUS,---,0.6315,0.3356,0.6315,0.0000,0.0904,1.5010,0.2482,0.001964,IDLE,"98,87,143,144",-0.0146,0.0035
10762,358.733,mp,full_frame,0.1285,Fear,---,---,AMBIGUOUS,---,0.5948,0.2141,0.5948,0.0000,0.0979,0.0000,0.2507,0.001996,IDLE,"97,87,144,143",-0.0311,0.0020
10763,358.767,mp,full_frame,0.1347,Fear,---,---,AMBIGUOUS,---,0.5791,0.2245,0.5791,0.0000,0.1079,0.2897,0.2533,0.002040,IDLE,"97,88,144,143",-0.0535,0.0011
10764,358.800,mp,full_frame,0.2029,Fear,STRESS,STARTLE,AMBIGUOUS,---,0.6052,0.3381,0.6052,0.0000,0.1121,3.1448,0.2562,0.002160,IDLE,"98,89,143,143",-0.0301,0.0080
10765,358.833,mp,full_frame,0.1136,Fear,---,---,AMBIGUOUS,---,0.5968,0.1894,0.5968,0.0000,0.0936,0.0494,0.2587,0.002192,IDLE,"97,89,142,143",-0.0406,0.0007
10766,358.867,mp,full_frame,0.1009,Fear,---,---,AMBIGUOUS,---,0.5614,0.1681,0.5614,0.0000,0.1058,0.0122,0.2614,0.002281,IDLE,"97,89,142,143",-0.0880,0.0002
10767,358.900,mp,full_frame,0.1356,Fear,---,---,AMBIGUOUS,---,0.6201,0.2260,0.6201,0.0000,0.0972,1.1173,0.2647,0.002401,IDLE,"96,89,141,143",-0.0411,0.0030
10768,358.933,mp,full_frame,0.0926,Fear,---,---,AMBIGUOUS,---,0.4963,0.1544,0.4963,0.0000,0.1041,0.0000,0.2669,0.002418,IDLE,"96,89,141,142",-0.0576,0.0003
10769,358.967,mp,full_frame,0.0723,Fear,---,---,AMBIGUOUS,---,0.5231,0.1205,0.5231,0.0000,0.1191,0.6816,0.2685,0.002327,IDLE,"95,89,141,142",-0.1004,0.0007
10770,359.000,mp,full_frame,0.2095,Fear,---,---,AMBIGUOUS,---,0.6374,0.3492,0.6374,0.0000,0.0920,1.3345,0.2703,0.002208,IDLE,"94,89,140,142",-0.0383,0.0006
10771,359.033,mp,full_frame,0.1241,Fear,---,---,AMBIGUOUS,---,0.5757,0.2068,0.5757,0.0000,0.0809,0.2935,0.2713,0.002052,IDLE,"94,89,140,142",-0.0246,0.0005
10772,359.067,mp,full_frame,0.1438,Fear,---,---,AMBIGUOUS,---,0.5986,0.2396,0.5986,0.0000,0.0687,0.0476,0.2724,0.001909,IDLE,"94,89,139,141",-0.0248,0.0002
10773,359.100,mp,full_frame,0.1299,Fear,---,---,AMBIGUOUS,---,0.5829,0.2165,0.5829,0.0000,0.0702,0.4676,0.2731,0.001691,IDLE,"93,89,138,141",-0.0332,0.0004
10774,359.133,mp,full_frame,0.1641,Fear,---,---,AMBIGUOUS,---,0.5789,0.2735,0.5789,0.0000,0.0664,0.3552,0.2746,0.001589,IDLE,"93,89,137,141",-0.0183,0.0004
10775,359.167,mp,full_frame,0.1092,Fear,---,---,AMBIGUOUS,---,0.5253,0.1820,0.5253,0.0000,0.0710,0.3413,0.2760,0.001465,IDLE,"92,89,138,141",-0.0171,0.0009
10776,359.200,mp,full_frame,0.1307,Fear,---,---,AMBIGUOUS,---,0.5424,0.2179,0.5424,0.0000,0.0640,0.1303,0.2777,0.001294,IDLE,"92,89,137,141",-0.0116,0.0005
10777,359.233,mp,full_frame,0.1222,Fear,---,---,AMBIGUOUS,---,0.5565,0.2037,0.5565,0.0000,0.0637,0.1470,0.2795,0.001264,IDLE,"92,89,138,141",-0.0133,0.0006
10778,359.267,mp,full_frame,0.1254,Fear,---,---,AMBIGUOUS,---,0.5625,0.2089,0.5625,0.0000,0.0640,0.1835,0.2815,0.001296,IDLE,"92,89,138,141",-0.0159,0.0005
10779,359.300,mp,full_frame,0.1512,Fear,---,---,AMBIGUOUS,---,0.5755,0.2521,0.5755,0.0000,0.0608,0.1733,0.2838,0.001351,IDLE,"91,89,138,141",-0.0143,0.0004
10780,359.333,mp,full_frame,0.1462,Fear,---,---,AMBIGUOUS,---,0.5815,0.2437,0.5815,0.0000,0.0605,0.1368,0.2865,0.001520,IDLE,"91,89,138,141",-0.0101,0.0002
10781,359.367,mp,full_frame,0.1607,Fear,---,---,AMBIGUOUS,---,0.5873,0.2679,0.5873,0.0000,0.0657,0.0179,0.2894,0.001708,IDLE,"91,89,137,141",-0.0151,0.0001
10782,359.400,mp,full_frame,0.1660,Fear,---,---,AMBIGUOUS,---,0.6211,0.2767,0.6211,0.0000,0.0734,0.4603,0.2920,0.001884,IDLE,"91,89,137,141",-0.0135,0.0000
10783,359.433,mp,full_frame,0.1659,Fear,---,---,AMBIGUOUS,---,0.5815,0.2765,0.5815,0.0000,0.0701,0.0459,0.2931,0.001846,IDLE,"91,89,137,141",-0.0131,0.0000
10784,359.467,mp,full_frame,0.1507,Fear,---,---,AMBIGUOUS,---,0.5475,0.2512,0.5475,0.0000,0.0723,0.1471,0.2931,0.001706,IDLE,"91,89,138,142",-0.0135,0.0000
10785,359.500,mp,full_frame,0.1412,Fear,---,---,AMBIGUOUS,---,0.5646,0.2354,0.5646,0.0000,0.0724,0.2491,0.2948,0.001711,IDLE,"91,89,138,142",-0.0148,0.0000
10786,359.533,mp,full_frame,0.1410,Fear,---,---,AMBIGUOUS,---,0.5581,0.2350,0.5581,0.0000,0.0710,0.0772,0.2955,0.001601,IDLE,"91,89,138,142",-0.0164,0.0000
10787,359.567,mp,full_frame,0.1502,Fear,---,---,AMBIGUOUS,---,0.5633,0.2504,0.5633,0.0000,0.0691,0.1370,0.2960,0.001454,IDLE,"91,89,138,142",-0.0239,0.0000
10788,359.600,mp,full_frame,0.1733,Fear,---,---,AMBIGUOUS,---,0.5733,0.2888,0.5733,0.0000,0.0702,0.2153,0.2951,0.001125,IDLE,"91,89,138,142",-0.0285,0.0001
10789,359.633,mp,full_frame,0.1654,Fear,---,---,AMBIGUOUS,---,0.5842,0.2756,0.5842,0.0000,0.0711,0.3628,0.2932,0.000670,IDLE,"91,89,138,143",-0.0289,0.0005
10790,359.667,mp,full_frame,0.1658,Fear,---,---,AMBIGUOUS,---,0.5918,0.2764,0.5918,0.0000,0.0749,0.0131,0.2913,0.000185,IDLE,"91,89,138,143",-0.0356,0.0004
10791,359.700,mp,full_frame,0.1326,Fear,---,---,AMBIGUOUS,---,0.5355,0.2211,0.5355,0.0000,0.0734,0.0053,0.2892,-0.000281,IDLE,"91,89,140,143",-0.0384,0.0004
10792,359.733,mp,full_frame,0.1445,Fear,---,---,AMBIGUOUS,---,0.5429,0.2409,0.5429,0.0000,0.0804,0.0091,0.2870,-0.000602,IDLE,"91,89,139,143",-0.0554,0.0002
10793,359.767,mp,full_frame,0.1451,Fear,---,---,AMBIGUOUS,---,0.5746,0.2418,0.5746,0.0000,0.0835,0.0000,0.2857,-0.000738,IDLE,"92,89,140,143",-0.0647,0.0002
10794,359.800,mp,full_frame,0.1244,Fear,---,---,AMBIGUOUS,---,0.5472,0.2073,0.5472,0.0000,0.0939,0.1930,0.2834,-0.001136,IDLE,"92,89,140,144",-0.0885,0.0007
10795,359.833,mp,full_frame,0.1472,Fear,---,---,AMBIGUOUS,---,0.5493,0.2453,0.5493,0.0000,0.0959,0.2333,0.2816,-0.001398,IDLE,"92,89,140,143",-0.0870,0.0008
10796,359.867,mp,full_frame,0.1138,Fear,---,---,AMBIGUOUS,---,0.5304,0.1897,0.5304,0.0000,0.0992,0.1103,0.2796,-0.001641,IDLE,"92,89,140,144",-0.0963,0.0009
10797,359.900,mp,full_frame,0.1387,Fear,---,---,AMBIGUOUS,---,0.5231,0.2311,0.5231,0.0000,0.0946,0.1785,0.2784,-0.001665,IDLE,"92,89,140,143",-0.0874,0.0010
10798,359.933,mp,full_frame,0.1565,Fear,---,---,AMBIGUOUS,---,0.5485,0.2608,0.5485,0.0000,0.0866,0.0626,0.2772,-0.001594,IDLE,"92,89,140,143",-0.0663,0.0009
10799,359.967,mp,full_frame,0.1532,Fear,---,---,AMBIGUOUS,---,0.5354,0.2553,0.5354,0.0000,0.0793,0.1035,0.2768,-0.001453,IDLE,"92,89,139,143",-0.0565,0.0008
10800,360.000,mp,full_frame,0.1521,Fear,---,---,AMBIGUOUS,---,0.5374,0.2535,0.5374,0.0000,0.0791,0.1518,0.2750,-0.001414,IDLE,"92,89,139,143",-0.0531,0.0011
10801,360.033,mp,full_frame,0.1630,Fear,---,---,AMBIGUOUS,---,0.5572,0.2716,0.5572,0.0000,0.0860,0.1260,0.2735,-0.001357,IDLE,"92,89,139,143",-0.0656,0.0006
10802,360.067,mp,full_frame,0.1633,Fear,---,---,AMBIGUOUS,---,0.5587,0.2722,0.5587,0.0000,0.0984,0.0068,0.2735,-0.001223,IDLE,"92,89,138,143",-0.0876,0.0002
10803,360.100,mp,full_frame,0.1738,Fear,---,---,AMBIGUOUS,---,0.5578,0.2897,0.5578,0.0000,0.1005,0.0301,0.2723,-0.001108,IDLE,"91,89,138,143",-0.0804,0.0002
10804,360.133,mp,full_frame,0.1769,Fear,---,---,AMBIGUOUS,---,0.5802,0.2948,0.5802,0.0000,0.1090,0.2558,0.2715,-0.001008,IDLE,"91,89,138,144",-0.0871,0.0002
10805,360.167,mp,full_frame,0.1801,Fear,---,---,AMBIGUOUS,---,0.5851,0.3002,0.5851,0.0000,0.1085,0.0038,0.2709,-0.000871,IDLE,"91,89,139,144",-0.0891,0.0002
10806,360.200,mp,full_frame,0.1936,Fear,---,---,AMBIGUOUS,---,0.6215,0.3226,0.6215,0.0000,0.1200,0.0103,0.2701,-0.000831,IDLE,"91,89,139,145",-0.1100,0.0001
10807,360.233,mp,full_frame,0.2044,Fear,---,---,AMBIGUOUS,---,0.6163,0.3211,0.6163,0.0293,0.1323,0.2119,0.2697,-0.000755,IDLE,"91,89,139,145",-0.1201,0.0001
10808,360.267,mp,full_frame,0.1963,Fear,---,---,AMBIGUOUS,---,0.6159,0.3214,0.6159,0.0088,0.1280,0.0447,0.2688,-0.000794,IDLE,"91,89,139,145",-0.0914,0.0001
10809,360.300,mp,full_frame,0.1760,Fear,---,---,AMBIGUOUS,---,0.5718,0.2889,0.5718,0.0066,0.1275,0.2026,0.2681,-0.000694,IDLE,"92,89,139,145",-0.0823,0.0002
10810,360.333,mp,full_frame,0.1793,Fear,---,---,AMBIGUOUS,---,0.5620,0.2810,0.5620,0.0267,0.1317,0.0563,0.2675,-0.000593,IDLE,"92,89,139,145",-0.0839,0.0002
