window_idx,t_start,t_center,t_end,algorithm,bpm,bpm_smoothed,bpm_plausible,snr,prominence,motion_pct,n_face_frames,bpm_spread,n_eligible,session_start_utc,gt_bpm
0,0.6,15.6,30.56,POS,96.2,96.2,1,2.86,0.21,0.003,902,0.0,0,2026-05-15T10:45:29.228221+00:00,87.2
1,5.59,20.59,35.55,POS,96.4,96.2,1,2.94,0.21,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,83.0
2,10.58,25.58,40.54,POS,96.8,96.2,1,2.68,0.17,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,82.0
3,15.57,30.56,45.53,POS,83.9,83.9,1,2.45,0.18,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,77.2
4,20.56,35.55,50.52,POS,71.7,71.7,1,3.4,0.26,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,75.2
5,25.54,40.54,55.5,POS,71.7,71.7,1,3.08,0.25,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,72.2
6,30.53,45.53,60.49,POS,71.7,71.7,1,3.97,0.24,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,74.0
7,35.52,50.52,65.48,POS,71.9,71.9,1,4.4,0.23,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,71.6
8,40.51,55.5,70.47,POS,72.0,71.9,1,5.56,0.2,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,70.6
9,45.5,60.49,75.46,POS,72.6,72.0,1,2.55,0.09,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,71.0
10,50.48,65.48,80.45,POS,62.4,72.6,1,2.72,0.16,0.004,902,0.0,0,2026-05-15T10:45:29.228221+00:00,75.0
11,55.47,70.47,85.44,POS,122.3,122.3,1,3.04,0.18,0.004,902,0.0,0,2026-05-15T10:45:29.228221+00:00,78.7
12,60.46,75.46,90.42,POS,122.3,122.3,1,2.8,0.15,0.004,902,0.0,0,2026-05-15T10:45:29.228221+00:00,79.0
13,65.45,80.45,95.41,POS,127.9,127.9,1,2.18,0.17,0.007,902,0.0,0,2026-05-15T10:45:29.228221+00:00,82.7
0,0.6,15.6,30.56,GREEN,69.6,69.6,1,2.46,278.53,0.003,902,0.0,0,2026-05-15T10:45:29.228221+00:00,87.2
1,5.59,20.59,35.55,GREEN,96.7,96.7,1,2.82,344.3,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,83.0
2,10.58,25.58,40.54,GREEN,96.9,96.7,1,2.3,315.35,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,82.0
3,15.57,30.56,45.53,GREEN,97.5,96.7,1,2.02,255.79,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,77.2
4,20.56,35.55,50.52,GREEN,71.9,77.8,1,2.85,335.12,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,75.2
5,25.54,40.54,55.5,GREEN,71.6,72.5,1,2.57,255.19,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,72.2
6,30.53,45.53,60.49,GREEN,77.8,72.5,1,2.82,251.7,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,74.0
7,35.52,50.52,65.48,GREEN,72.5,72.5,1,3.44,215.94,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,71.6
8,40.51,55.5,70.47,GREEN,80.0,72.5,1,4.71,224.66,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,70.6
9,45.5,60.49,75.46,GREEN,72.4,72.4,1,3.37,95.08,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,71.0
10,50.48,65.48,80.45,GREEN,71.8,72.2,1,3.24,132.73,0.004,902,0.0,0,2026-05-15T10:45:29.228221+00:00,75.0
11,55.47,70.47,85.44,GREEN,72.1,72.1,1,3.23,153.95,0.004,902,0.0,0,2026-05-15T10:45:29.228221+00:00,78.7
12,60.46,75.46,90.42,GREEN,72.2,71.8,1,3.33,126.68,0.004,902,0.0,0,2026-05-15T10:45:29.228221+00:00,79.0
13,65.45,80.45,95.41,GREEN,64.2,64.2,1,2.84,502.1,0.007,902,0.0,0,2026-05-15T10:45:29.228221+00:00,82.7
0,0.6,15.6,30.56,ICA,69.7,69.7,1,2.54,23.19,0.003,902,0.0,0,2026-05-15T10:45:29.228221+00:00,87.2
1,5.59,20.59,35.55,ICA,96.7,96.7,1,2.77,26.06,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,83.0
2,10.58,25.58,40.54,ICA,96.9,96.7,1,2.21,23.26,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,82.0
3,15.57,30.56,45.53,ICA,97.5,96.7,1,2.05,19.93,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,77.2
4,20.56,35.55,50.52,ICA,71.9,77.8,1,2.65,23.65,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,75.2
5,25.54,40.54,55.5,ICA,71.6,77.8,1,2.4,17.54,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,72.2
6,30.53,45.53,60.49,ICA,77.8,77.8,1,2.83,19.45,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,74.0
7,35.52,50.52,65.48,ICA,78.7,77.8,1,3.14,15.32,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,71.6
8,40.51,55.5,70.47,ICA,79.9,77.8,1,4.61,17.2,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,70.6
9,45.5,60.49,75.46,ICA,72.5,72.5,1,2.82,5.43,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,71.0
10,50.48,65.48,80.45,ICA,71.7,72.5,1,2.99,7.87,0.004,902,0.0,0,2026-05-15T10:45:29.228221+00:00,75.0
11,55.47,70.47,85.44,ICA,72.0,72.0,1,2.66,8.03,0.004,902,0.0,0,2026-05-15T10:45:29.228221+00:00,78.7
12,60.46,75.46,90.42,ICA,80.2,71.7,1,2.89,7.92,0.004,902,0.0,0,2026-05-15T10:45:29.228221+00:00,79.0
13,65.45,80.45,95.41,ICA,64.1,64.1,1,2.76,30.78,0.007,902,0.0,0,2026-05-15T10:45:29.228221+00:00,82.7
0,0.6,15.6,30.56,WAVELET,98.0,98.0,1,3.75,1104.78,0.003,902,0.0,0,2026-05-15T10:45:29.228221+00:00,87.2
1,5.59,20.59,35.55,WAVELET,97.9,97.9,1,3.47,1156.55,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,83.0
2,10.58,25.58,40.54,WAVELET,97.8,97.9,1,3.03,1114.63,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,82.0
3,15.57,30.56,45.53,WAVELET,97.9,97.9,1,2.87,1004.51,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,77.2
4,20.56,35.55,50.52,WAVELET,97.9,97.9,1,3.11,866.98,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,75.2
5,25.54,40.54,55.5,WAVELET,127.4,97.9,1,2.56,677.7,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,72.2
6,30.53,45.53,60.49,WAVELET,70.5,94.5,1,2.67,574.38,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,74.0
7,35.52,50.52,65.48,WAVELET,94.5,94.5,1,2.26,294.14,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,71.6
8,40.51,55.5,70.47,WAVELET,80.2,80.2,1,2.47,295.1,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,70.6
9,45.5,60.49,75.46,WAVELET,100.0,94.5,1,3.23,164.43,0.0,902,0.0,0,2026-05-15T10:45:29.228221+00:00,71.0
10,50.48,65.48,80.45,WAVELET,63.2,80.2,1,3.55,279.6,0.004,902,0.0,0,2026-05-15T10:45:29.228221+00:00,75.0
11,55.47,70.47,85.44,WAVELET,127.3,64.2,1,2.94,238.35,0.004,902,0.0,0,2026-05-15T10:45:29.228221+00:00,78.7
12,60.46,75.46,90.42,WAVELET,63.3,64.2,1,3.56,925.08,0.004,902,0.0,0,2026-05-15T10:45:29.228221+00:00,79.0
13,65.45,80.45,95.41,WAVELET,64.2,64.2,1,7.85,2799.53,0.007,902,0.0,0,2026-05-15T10:45:29.228221+00:00,82.7
0,0.6,15.6,30.56,CONSENSUS,79.6,79.6,1,3.47,0.0,0.003,902,30.0,5,2026-05-15T10:45:29.228221+00:00,87.2
1,5.59,20.59,35.55,CONSENSUS,88.2,88.2,1,3.44,0.0,0.0,902,29.9,5,2026-05-15T10:45:29.228221+00:00,83.0
2,10.58,25.58,40.54,CONSENSUS,85.4,85.4,1,3.39,0.0,0.0,902,29.9,5,2026-05-15T10:45:29.228221+00:00,82.0
3,15.57,30.56,45.53,CONSENSUS,84.0,84.0,1,3.05,0.0,0.0,902,29.6,5,2026-05-15T10:45:29.228221+00:00,77.2
4,20.56,35.55,50.52,CONSENSUS,77.9,77.9,1,3.56,0.0,0.0,902,26.9,5,2026-05-15T10:45:29.228221+00:00,75.2
5,25.54,40.54,55.5,CONSENSUS,76.8,76.8,1,3.28,0.0,0.0,902,26.3,5,2026-05-15T10:45:29.228221+00:00,72.2
6,30.53,45.53,60.49,CONSENSUS,76.2,76.2,1,3.61,0.0,0.0,902,22.8,5,2026-05-15T10:45:29.228221+00:00,74.0
7,35.52,50.52,65.48,CONSENSUS,75.5,75.5,1,3.9,0.0,0.0,902,22.9,5,2026-05-15T10:45:29.228221+00:00,71.6
8,40.51,55.5,70.47,CONSENSUS,73.8,73.8,1,4.74,0.0,0.0,902,9.2,5,2026-05-15T10:45:29.228221+00:00,70.6
9,45.5,60.49,75.46,CONSENSUS,73.3,73.3,1,3.47,0.0,0.0,902,32.3,5,2026-05-15T10:45:29.228221+00:00,71.0
10,50.48,65.48,80.45,CONSENSUS,70.0,70.0,1,3.99,0.0,0.004,902,18.0,5,2026-05-15T10:45:29.228221+00:00,75.0
11,55.47,70.47,85.44,CONSENSUS,74.5,74.5,1,4.0,0.0,0.004,902,60.1,5,2026-05-15T10:45:29.228221+00:00,78.7
12,60.46,75.46,90.42,CONSENSUS,74.1,74.1,1,3.97,0.0,0.004,902,59.8,5,2026-05-15T10:45:29.228221+00:00,79.0
13,65.45,80.45,95.41,CONSENSUS,70.3,70.3,1,4.58,0.0,0.007,902,63.8,5,2026-05-15T10:45:29.228221+00:00,82.7
