frame,timestamp,hs_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_startle_score,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,smoothed_composite,onset_slope,event_status,is_neutral_frame,mp_face_valence,mp_smile_level,mp_browDownLeft,mp_browDownRight,mp_browInnerUp,mp_eyeWideLeft,mp_eyeWideRight,mp_eyeSquintLeft,mp_eyeSquintRight,mp_mouthPressLeft,mp_mouthPressRight,mp_mouthFrownLeft,mp_mouthFrownRight,mp_mouthSmileLeft,mp_mouthSmileRight,mp_jawOpen,mp_noseSneerLeft,mp_noseSneerRight,mp_cheekSquintLeft,mp_cheekSquintRight,mp_vel_eyeWideLeft,mp_vel_eyeWideRight,mp_vel_browInnerUp,mp_vel_jawOpen,mp_vel_mouthPressLeft,mp_vel_mouthPressRight,mp_tension_velocity,hs_anger,hs_contempt,hs_disgust,hs_fear,hs_happiness,hs_neutral,hs_sadness,hs_surprise,mp_face_detected,hs_face_detected,latency_ms,cpu_percent,ram_mb
2622,87.400,mp,0.0000,Neutral,---,---,,---,0.0008,-0.0633,0.5068,0.2911,0.0976,0.0784,0.1169,0.1174,0.0750,0.0000,0.0897,0.1030,0.0008,0.2911,0.2911,0.0150,0.0000,0.0000,0.0010,0.0110,-0.000049,IDLE,0,-0.6207,0.0330,0.6420,0.6109,0.0003,0.0066,0.0007,0.8481,0.3269,0.0083,0.0657,0.0248,0.0232,0.0116,0.0330,0.0006,0.0000,0.0000,0.0000,0.0000,0.0976,0.0122,0.0000,0.0158,0.0000,0.0000,1.3315,0.1190,0.0680,0.0146,0.0008,0.1654,0.5068,0.1222,0.0032,1,1,21.7,30.0,407.7
2623,87.433,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110,-0.000049,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,9.2,30.0,407.7
2624,87.467,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110,0.000000,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,4.7,30.0,407.7
2625,87.500,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0097,-0.000123,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,4.6,30.0,407.7
2626,87.533,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0068,-0.000420,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,5.0,15.0,407.7
2627,87.567,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028,-0.000820,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,5.3,15.0,407.7
2628,87.600,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028,-0.000820,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,5.2,15.0,407.7
2629,87.633,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,-0.001043,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,4.9,15.0,407.7
2630,87.667,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,-0.001043,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,4.9,15.0,407.7
2631,87.700,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,-0.001043,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,4.8,15.0,407.7
2632,87.733,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,-0.001043,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,4.7,6.0,407.7
2633,87.767,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,-0.001043,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,4.8,6.0,407.7
2634,87.800,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,-0.000920,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,4.6,6.0,407.7
2635,87.833,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,-0.000624,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,4.7,6.0,407.7
2636,87.867,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,-0.000223,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,5.0,6.0,407.7
2637,87.900,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,-0.000223,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,4.7,5.3,407.7
2638,87.933,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.000000,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,4.7,5.3,407.7
2639,87.967,mp,0.0000,Neutral,---,---,,---,0.0095,-0.0526,0.4486,0.1675,0.0488,0.0354,0.0727,0.0768,0.0445,0.0000,0.0560,0.0690,0.0095,0.1675,0.1675,0.0400,0.0000,0.0000,0.0111,0.0005,0.000000,IDLE,0,-0.1613,0.0101,0.1192,0.1613,0.0029,0.0031,0.0020,0.4209,0.5228,0.0360,0.0776,0.0389,0.0264,0.0073,0.0101,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0047,0.0000,0.0488,0.0210,0.0000,0.0512,0.0871,0.0153,0.0095,0.3172,0.4486,0.0410,0.0301,1,1,24.4,5.3,407.7
2640,88.000,mp,0.0488,Neutral,CONC,---,,---,0.0772,-0.0251,0.3619,0.0488,0.2322,0.0045,0.0658,0.0719,0.0482,0.0045,0.0579,0.0611,0.0772,0.0488,0.0772,0.0614,0.0343,0.0488,0.0809,0.0015,0.000098,IDLE,1,-0.2721,0.0057,0.2448,0.3095,0.0071,0.0010,0.0005,0.4628,0.3436,0.0437,0.0205,0.0014,0.0007,0.0057,0.0035,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1257,0.0000,0.2322,0.0000,0.0000,0.0715,0.0575,0.0558,0.0772,0.0464,0.3619,0.2221,0.1075,1,1,21.2,5.3,407.7
2641,88.033,mp,0.0783,Neutral,---,---,,---,0.0748,0.0646,0.4353,0.0908,1.7832,0.0751,0.0812,0.0901,0.0776,0.0751,0.1003,0.0787,0.0748,0.0908,0.0908,0.0824,0.0560,0.0783,0.0816,0.0031,0.000254,IDLE,1,-0.0433,0.2063,0.2221,0.2380,0.0274,0.0010,0.0006,0.3280,0.3856,0.0216,0.0799,0.0009,0.0004,0.0748,0.2063,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0048,0.6070,0.0000,0.0000,1.7832,1.2598,0.0314,0.0416,0.0382,0.0748,0.1262,0.4353,0.1333,0.1192,1,1,21.6,5.3,407.7
2642,88.067,mp,0.3249,Surprise,---,---,,---,0.2651,0.2351,0.3153,0.2685,1.0267,0.2485,0.2665,0.2765,0.2601,0.2485,0.2336,0.2549,0.2651,0.2685,0.2685,0.2668,0.2391,0.3249,0.3363,0.0096,0.000904,IDLE,0,-0.5021,0.1255,0.3684,0.9118,0.0105,0.0032,0.0006,0.1151,0.4897,0.0558,0.0460,0.0000,0.0000,0.0815,0.1255,0.0001,0.0000,0.0000,0.0000,0.0000,0.0681,0.0000,0.0000,0.0000,1.0267,0.0000,5.3330,0.0433,0.0205,0.0323,0.2651,0.0403,0.2021,0.0810,0.3153,1,1,21.6,19.0,407.7
2643,88.100,mp,0.2344,Surprise,JOY,STARTLE,,---,0.2778,0.0453,0.3112,0.1263,3.4009,0.0777,0.2172,0.2239,0.1859,0.0777,0.2448,0.2142,0.2778,0.1263,0.2778,0.1874,0.2695,0.2344,0.3130,0.0143,0.001373,IDLE,0,-0.1526,0.3600,0.3755,0.5771,0.0020,0.0010,0.0019,0.1298,0.4192,0.1692,0.0453,0.0000,0.0000,0.3600,0.1257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0376,0.0000,0.0000,3.4009,0.0000,0.0000,0.0139,0.0089,0.0217,0.2778,0.0155,0.2060,0.1450,0.3112,1,1,22.1,19.0,407.7
2644,88.133,mp,0.5862,Fear,---,---,,---,0.6906,0.2260,0.6906,0.0636,2.9800,0.1610,0.4398,0.3311,0.4096,0.1610,0.4240,0.4362,0.6906,0.0636,0.6906,0.2095,0.6858,0.5862,0.7345,0.0260,0.002545,IDLE,0,-0.0157,0.0787,0.0902,0.0956,0.1013,0.0039,0.0040,0.0922,0.1177,0.0486,0.0456,0.0000,0.0000,0.0371,0.0787,0.0000,0.0000,0.0000,0.0000,0.0000,0.0881,0.0648,2.9800,0.0002,0.0000,0.0084,0.0000,0.0080,0.0002,0.0026,0.6906,0.0016,0.0905,0.0590,0.1474,1,1,21.8,19.0,407.7
2645,88.167,mp,0.3252,Fear,JOY,---,,---,0.3856,0.1841,0.3856,0.0000,0.6618,0.1105,0.2314,0.1959,0.2296,0.1105,0.2060,0.2264,0.3856,0.0000,0.3856,0.0000,0.3726,0.3252,0.3856,0.0325,0.003195,IDLE,0,0.4102,0.4513,0.2538,0.0633,0.0685,0.0020,0.0036,0.0934,0.0815,0.0707,0.0493,0.0000,0.0000,0.4019,0.4513,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0128,0.6618,0.1089,0.0000,0.0217,0.0012,0.0020,0.3856,0.0098,0.2720,0.0993,0.2085,1,1,21.6,19.0,407.7
2646,88.200,mp,0.3497,Fear,CONC,---,,---,0.4604,0.0645,0.4604,0.0238,2.0959,0.0482,0.2857,0.2221,0.2502,0.0482,0.2792,0.2831,0.4604,0.0238,0.4604,0.1046,0.4548,0.3497,0.4713,0.0395,0.003895,IDLE,0,0.0042,0.1074,0.2117,0.0153,0.1384,0.0009,0.0103,0.0434,0.1259,0.0401,0.0366,0.0000,0.0001,0.0691,0.1074,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.2010,2.0959,0.0000,0.0000,0.0000,0.7128,0.0093,0.0007,0.0023,0.4604,0.0118,0.1903,0.1828,0.1423,1,1,22.2,19.0,407.7
2647,88.233,mp,0.1107,Neutral,CONC,---,,---,0.1158,0.0957,0.4610,0.0081,0.0046,0.0607,0.0728,0.0840,0.0795,0.0607,0.0605,0.0709,0.1158,0.0081,0.1158,0.0307,0.1001,0.1107,0.1168,0.0417,0.004116,IDLE,1,-0.1248,0.1220,0.5085,0.0386,0.0666,0.0007,0.0076,0.0977,0.1832,0.0303,0.0204,0.0001,0.0003,0.1015,0.1220,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0046,0.0000,0.0000,0.0000,0.0263,0.0026,0.0066,0.1158,0.0351,0.4610,0.1807,0.1719,1,1,39.7,32.8,407.7
2648,88.267,mp,0.0167,Neutral,---,STARTLE,,---,0.0074,0.0331,0.4910,0.1094,4.7330,0.0636,0.0482,0.0614,0.0431,0.0000,0.1312,0.0465,0.0074,0.1094,0.1094,0.0284,0.0000,0.0167,0.0082,0.0420,0.004150,IDLE,1,0.0079,0.0937,0.1706,0.0157,0.2243,0.0003,0.0018,0.2508,0.2876,0.0192,0.0144,0.0000,0.0000,0.0578,0.0937,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7330,0.0000,0.0000,0.0000,3.0382,0.0357,0.0292,0.0077,0.0074,0.2695,0.4910,0.0861,0.0735,1,1,39.4,32.8,407.7
2649,88.300,mp,0.0574,Neutral,CONC,---,,---,0.0127,0.1546,0.3958,0.0392,0.0755,0.1084,0.0233,0.0405,0.0490,0.0000,0.0196,0.0223,0.0127,0.0392,0.0392,0.0223,0.0000,0.0574,0.0132,0.0432,0.004167,IDLE,1,-0.0924,0.0649,0.3098,0.0259,0.0933,0.0003,0.0015,0.2903,0.2707,0.0193,0.0169,0.0000,0.0000,0.0482,0.0649,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0755,0.0000,0.0427,0.0700,0.0189,0.0127,0.2829,0.3958,0.0784,0.0986,1,1,24.3,32.8,407.7
2650,88.333,mp,0.0743,Neutral,CONC,---,,---,0.0379,0.1537,0.3411,0.0226,0.0268,0.1012,0.0318,0.0508,0.0565,0.0000,0.0263,0.0302,0.0379,0.0226,0.0379,0.0293,0.0078,0.0743,0.0388,0.0441,0.004105,IDLE,1,-0.0748,0.0931,0.3508,0.0318,0.0889,0.0003,0.0024,0.1259,0.2546,0.0168,0.0114,0.0002,0.0003,0.0820,0.0931,0.0001,0.0000,0.0000,0.0000,0.0000,0.0025,0.0268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0502,0.1365,0.0102,0.0379,0.1872,0.3411,0.1038,0.1331,1,1,27.3,32.8,407.7
2651,88.367,mp,0.1811,Surprise,CONC,---,,---,0.1580,0.2096,0.3243,0.0442,0.0403,0.1435,0.1125,0.1457,0.1342,0.1435,0.0931,0.1095,0.1580,0.0442,0.1580,0.0836,0.1420,0.1811,0.1650,0.0478,0.003817,IDLE,0,-0.1731,0.0460,0.4200,0.0375,0.0825,0.0004,0.0038,0.0727,0.2469,0.0161,0.0108,0.0000,0.0000,0.0374,0.0460,0.0001,0.0000,0.0000,0.0000,0.0000,0.0031,0.0403,0.0000,0.0000,0.0000,0.0000,0.6489,0.0267,0.0198,0.0054,0.1580,0.0800,0.2981,0.0878,0.3243,1,1,23.3,32.8,407.7
2652,88.400,mp,0.0639,Neutral,CONC,---,,---,0.0466,0.0931,0.5269,0.0550,1.5625,0.0778,0.0500,0.0700,0.0584,0.0000,0.0711,0.0470,0.0466,0.0550,0.0550,0.0506,0.0105,0.0639,0.0492,0.0490,0.003476,IDLE,1,-0.1672,0.0226,0.3655,0.0236,0.1346,0.0006,0.0038,0.0742,0.1738,0.0309,0.0157,0.0000,0.0000,0.0184,0.0226,0.0003,0.0000,0.0000,0.0000,0.0000,0.0043,0.0016,1.5625,0.0049,0.4446,0.1488,0.3236,0.0602,0.0176,0.0064,0.0466,0.0617,0.5269,0.1340,0.1466,1,1,25.5,32.8,407.7
2653,88.433,mp,0.0772,Neutral,---,---,,---,0.0949,0.0150,0.4596,0.0881,0.6280,0.0442,0.0922,0.1104,0.0769,0.0442,0.0864,0.0897,0.0949,0.0881,0.0949,0.0914,0.0792,0.0772,0.1032,0.0506,0.002458,IDLE,1,-0.1065,0.0915,0.3749,0.0186,0.0869,0.0006,0.0054,0.0913,0.2096,0.0519,0.0079,0.0000,0.0000,0.0915,0.0439,0.0001,0.0000,0.0000,0.0000,0.0000,0.0012,0.0465,0.0000,0.0000,0.6280,0.0000,0.9926,0.0262,0.0030,0.0009,0.0949,0.0154,0.4596,0.2139,0.1862,1,1,24.9,32.8,407.7
2654,88.467,mp,0.0082,Neutral,---,STARTLE,,---,0.0476,-0.0869,0.5662,0.1240,4.5636,0.0000,0.0782,0.0979,0.0436,0.0000,0.1523,0.0771,0.0476,0.1240,0.1240,0.0768,0.0393,0.0082,0.0535,0.0507,0.001824,IDLE,1,-0.0721,0.0080,0.1613,0.0037,0.2390,0.0002,0.0007,0.1663,0.2501,0.0113,0.0052,0.0001,0.0001,0.0080,0.0078,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5636,0.0041,0.0000,0.0000,1.0761,0.0139,0.0045,0.0009,0.0476,0.0622,0.5662,0.1582,0.1464,1,1,23.3,32.8,407.7
2655,88.500,mp,0.0000,Neutral,---,---,,---,0.0165,-0.0715,0.4545,0.1605,2.2252,0.0213,0.0741,0.0859,0.0421,0.0213,0.1009,0.0731,0.0165,0.1605,0.1605,0.0514,0.0091,0.0000,0.0191,0.0507,0.001125,IDLE,0,-0.0681,0.0032,0.1362,0.0065,0.3132,0.0002,0.0005,0.3219,0.3162,0.0026,0.0041,0.0000,0.0001,0.0017,0.0032,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2252,0.0104,0.0000,0.0000,1.0957,0.0123,0.0223,0.0009,0.0165,0.2771,0.4545,0.1407,0.0757,1,1,26.9,56.8,407.7
2656,88.533,mp,0.0000,Neutral,---,---,,---,0.0099,-0.0780,0.5967,0.1589,0.7827,0.0168,0.0695,0.0807,0.0370,0.0000,0.0683,0.0680,0.0099,0.1589,0.1589,0.0396,0.0000,0.0000,0.0114,0.0507,0.000903,IDLE,0,-0.0684,0.0053,0.1405,0.0092,0.3024,0.0002,0.0003,0.2709,0.3147,0.0287,0.0129,0.0000,0.0000,0.0044,0.0053,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0134,0.7827,0.2632,0.0000,0.0205,0.0152,0.0011,0.0099,0.1657,0.5967,0.1249,0.0661,1,1,22.4,56.8,407.7
2657,88.567,mp,0.0000,Neutral,---,---,,---,0.0100,-0.0392,0.6044,0.1326,1.4682,0.0295,0.0590,0.0745,0.0369,0.0000,0.0741,0.0581,0.0100,0.1326,0.1326,0.0363,0.0004,0.0000,0.0113,0.0507,0.000870,IDLE,1,-0.0985,0.0232,0.2061,0.0493,0.1516,0.0003,0.0004,0.2065,0.2642,0.0777,0.0149,0.0001,0.0001,0.0232,0.0206,0.0006,0.0000,0.0000,0.0000,0.0000,0.0024,0.0026,0.0000,0.0000,1.4682,0.0611,0.0000,0.0159,0.0204,0.0018,0.0100,0.1887,0.6044,0.0715,0.0874,1,1,24.6,56.8,407.7
2658,88.600,mp,0.0000,Neutral,---,---,,---,0.0163,-0.1753,0.6014,0.1483,0.6033,0.0000,0.0691,0.0774,0.0176,0.0000,0.0647,0.0679,0.0163,0.1483,0.1483,0.0492,0.0053,0.0000,0.0187,0.0507,0.000755,IDLE,1,-0.2210,0.0042,0.3038,0.1484,0.0806,0.0004,0.0005,0.1509,0.2471,0.0978,0.0280,0.0000,0.0000,0.0042,0.0035,0.0007,0.0000,0.0000,0.0000,0.0000,0.0044,0.0037,0.0000,0.0018,0.6033,0.3935,0.4723,0.0183,0.0043,0.0014,0.0163,0.0377,0.6014,0.2627,0.0579,1,1,23.1,56.8,407.7
2659,88.633,mp,0.0000,Neutral,---,---,,---,0.0072,-0.1120,0.6413,0.1553,0.4694,0.0000,0.0664,0.0748,0.0278,0.0000,0.0596,0.0649,0.0072,0.1553,0.1553,0.0335,0.0000,0.0000,0.0084,0.0507,0.000661,IDLE,0,-0.1727,0.0010,0.2058,0.1418,0.0962,0.0006,0.0008,0.1810,0.3275,0.0961,0.0415,0.0000,0.0000,0.0010,0.0008,0.0025,0.0000,0.0000,0.0000,0.0000,0.0044,0.0079,0.4694,0.0525,0.0000,0.4025,0.2074,0.0231,0.0074,0.0011,0.0072,0.0442,0.6413,0.2267,0.0490,1,1,23.2,56.8,407.7
2660,88.667,mp,0.0000,Neutral,---,---,,---,0.0177,-0.1020,0.6950,0.1723,1.5740,0.0077,0.0796,0.0901,0.0402,0.0077,0.0920,0.0782,0.0177,0.1723,0.1723,0.0552,0.0074,0.0000,0.0207,0.0507,0.000298,IDLE,0,-0.2043,0.0062,0.2103,0.2116,0.0588,0.0006,0.0007,0.2089,0.3342,0.1486,0.0457,0.0000,0.0000,0.0062,0.0038,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.5740,0.1265,0.5126,0.0172,0.0009,0.0012,0.0177,0.0089,0.6950,0.1884,0.0706,1,1,22.7,56.8,407.7
2661,88.700,haar,0.0000,Neutral,STRESS,---,,---,0.0058,-0.1243,0.7898,0.1630,0.6192,0.0000,0.0687,0.0746,0.0269,0.0000,0.0642,0.0665,0.0058,0.1630,0.1630,0.0307,0.0000,0.0000,0.0067,0.0507,0.000171,IDLE,0,-0.1672,0.0054,0.1642,0.1813,0.0794,0.0005,0.0007,0.1841,0.3147,0.1598,0.0332,0.0000,0.0000,0.0054,0.0030,0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6192,0.0000,0.3360,0.0000,0.0000,0.0324,0.0030,0.0013,0.0058,0.0098,0.7898,0.1227,0.0351,1,1,25.4,56.8,407.7
